"Ámbito","Área","Indicador","Sex","Año","Fuente","Unidad","Valor"
"Indicadores de empleo: Agricultura","Afganistán","Employment in agriculture, forestry and fishing by age, 15 to 24","Male","2020","Labour force survey","1000 personas","646.975"
"Indicadores de empleo: Agricultura","Afganistán","Employment in agriculture, forestry and fishing by age, 25 to 54","Male","2020","Labour force survey","1000 personas","1246.572"
"Indicadores de empleo: Agricultura","Afganistán","Employment in agriculture, forestry and fishing by age, 55 to 64","Male","2020","Labour force survey","1000 personas","151.957"
"Indicadores de empleo: Agricultura","Afganistán","Employment in agriculture, forestry and fishing by age, 65+","Male","2020","Labour force survey","1000 personas","70.333"
"Indicadores de empleo: Agricultura","Afganistán","Employment in agriculture, forestry and fishing by age, total (15+)","Female","2020","Labour force survey","1000 personas","598.464"
"Indicadores de empleo: Agricultura","Afganistán","Employment in agriculture, forestry and fishing by age, 15 to 24","Female","2020","Labour force survey","1000 personas","194.211"
"Indicadores de empleo: Agricultura","Afganistán","Employment in agriculture, forestry and fishing by age, 25 to 54","Female","2020","Labour force survey","1000 personas","360.71"
"Indicadores de empleo: Agricultura","Afganistán","Employment in agriculture, forestry and fishing by age, 55 to 64","Female","2020","Labour force survey","1000 personas","35.681"
"Indicadores de empleo: Agricultura","Afganistán","Employment in agriculture, forestry and fishing by age, 65+","Female","2020","Labour force survey","1000 personas","7.862"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2015","Labour force survey","1000 personas","445.532"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2016","Labour force survey","1000 personas","460.737"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2017","Labour force survey","1000 personas","453.779"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2018","Labour force survey","1000 personas","458.226"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2019","Labour force survey","1000 personas","460.553"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 15 to 24","Total","2015","Labour force survey","1000 personas","36.677"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 15 to 24","Total","2016","Labour force survey","1000 personas","33.349"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 15 to 24","Total","2017","Labour force survey","1000 personas","31.499"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 15 to 24","Total","2018","Labour force survey","1000 personas","47.965"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 15 to 24","Total","2019","Labour force survey","1000 personas","54.217"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 25 to 54","Total","2015","Labour force survey","1000 personas","283.649"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 25 to 54","Total","2016","Labour force survey","1000 personas","296.959"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 25 to 54","Total","2017","Labour force survey","1000 personas","287.24"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 25 to 54","Total","2018","Labour force survey","1000 personas","261.106"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 25 to 54","Total","2019","Labour force survey","1000 personas","254.576"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 55 to 64","Total","2015","Labour force survey","1000 personas","99.426"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 55 to 64","Total","2016","Labour force survey","1000 personas","99.93"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 55 to 64","Total","2017","Labour force survey","1000 personas","96.804"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 55 to 64","Total","2018","Labour force survey","1000 personas","102.328"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 55 to 64","Total","2019","Labour force survey","1000 personas","99.805"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 65+","Total","2015","Labour force survey","1000 personas","25.78"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 65+","Total","2016","Labour force survey","1000 personas","30.499"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 65+","Total","2017","Labour force survey","1000 personas","38.236"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 65+","Total","2018","Labour force survey","1000 personas","46.828"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 65+","Total","2019","Labour force survey","1000 personas","51.956"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, total (15+)","Male","2015","Labour force survey","1000 personas","225.072"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, total (15+)","Male","2016","Labour force survey","1000 personas","233.016"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, total (15+)","Male","2017","Labour force survey","1000 personas","235.651"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, total (15+)","Male","2018","Labour force survey","1000 personas","230.321"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, total (15+)","Male","2019","Labour force survey","1000 personas","226.761"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 15 to 24","Male","2015","Labour force survey","1000 personas","24.423"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 15 to 24","Male","2016","Labour force survey","1000 personas","20.583"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 15 to 24","Male","2017","Labour force survey","1000 personas","20.938"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 15 to 24","Male","2018","Labour force survey","1000 personas","30.363"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 15 to 24","Male","2019","Labour force survey","1000 personas","29.579"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 25 to 54","Male","2015","Labour force survey","1000 personas","129.076"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 25 to 54","Male","2016","Labour force survey","1000 personas","140.741"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 25 to 54","Male","2017","Labour force survey","1000 personas","140.756"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 25 to 54","Male","2018","Labour force survey","1000 personas","122.488"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 25 to 54","Male","2019","Labour force survey","1000 personas","116.797"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 55 to 64","Male","2015","Labour force survey","1000 personas","54.881"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 55 to 64","Male","2016","Labour force survey","1000 personas","51.401"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 55 to 64","Male","2017","Labour force survey","1000 personas","50.506"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 55 to 64","Male","2018","Labour force survey","1000 personas","49.545"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 55 to 64","Male","2019","Labour force survey","1000 personas","50.53"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 65+","Male","2015","Labour force survey","1000 personas","16.692"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 65+","Male","2016","Labour force survey","1000 personas","20.291"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 65+","Male","2017","Labour force survey","1000 personas","23.451"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 65+","Male","2018","Labour force survey","1000 personas","27.926"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 65+","Male","2019","Labour force survey","1000 personas","29.855"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, total (15+)","Female","2015","Labour force survey","1000 personas","220.46"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, total (15+)","Female","2016","Labour force survey","1000 personas","227.72"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, total (15+)","Female","2017","Labour force survey","1000 personas","218.127"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, total (15+)","Female","2018","Labour force survey","1000 personas","227.904"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, total (15+)","Female","2019","Labour force survey","1000 personas","233.792"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 15 to 24","Female","2015","Labour force survey","1000 personas","12.254"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 15 to 24","Female","2016","Labour force survey","1000 personas","12.766"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 15 to 24","Female","2017","Labour force survey","1000 personas","10.561"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 15 to 24","Female","2018","Labour force survey","1000 personas","17.602"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 15 to 24","Female","2019","Labour force survey","1000 personas","24.638"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 25 to 54","Female","2015","Labour force survey","1000 personas","154.573"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 25 to 54","Female","2016","Labour force survey","1000 personas","156.217"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 25 to 54","Female","2017","Labour force survey","1000 personas","146.484"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 25 to 54","Female","2018","Labour force survey","1000 personas","138.618"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 25 to 54","Female","2019","Labour force survey","1000 personas","137.778"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 55 to 64","Female","2015","Labour force survey","1000 personas","44.545"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 55 to 64","Female","2016","Labour force survey","1000 personas","48.529"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 55 to 64","Female","2017","Labour force survey","1000 personas","46.297"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 55 to 64","Female","2018","Labour force survey","1000 personas","52.782"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 55 to 64","Female","2019","Labour force survey","1000 personas","49.275"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 65+","Female","2015","Labour force survey","1000 personas","9.088"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 65+","Female","2016","Labour force survey","1000 personas","10.208"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 65+","Female","2017","Labour force survey","1000 personas","14.785"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 65+","Female","2018","Labour force survey","1000 personas","18.902"
"Indicadores de empleo: Agricultura","Albania","Employment in agriculture, forestry and fishing by age, 65+","Female","2019","Labour force survey","1000 personas","22.101"
"Indicadores de empleo: Agricultura","Alemania","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2015","Labour force survey","1000 personas","560.507"
"Indicadores de empleo: Agricultura","Alemania","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2016","Labour force survey","1000 personas","539.863"
"Indicadores de empleo: Agricultura","Alemania","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2017","Labour force survey","1000 personas","531.963"
"Indicadores de empleo: Agricultura","Alemania","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2018","Labour force survey","1000 personas","523.717"
"Indicadores de empleo: Agricultura","Alemania","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2019","Labour force survey","1000 personas","510.541"
"Indicadores de empleo: Agricultura","Alemania","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2020","Labour force survey","1000 personas","540.488"
"Indicadores de empleo: Agricultura","Alemania","Employment in agriculture, forestry and fishing by age, total (15+)","Male","2015","Labour force survey","1000 personas","381.05"
"Indicadores de empleo: Agricultura","Alemania","Employment in agriculture, forestry and fishing by age, total (15+)","Male","2016","Labour force survey","1000 personas","368.565"
"Indicadores de empleo: Agricultura","Alemania","Employment in agriculture, forestry and fishing by age, total (15+)","Male","2017","Labour force survey","1000 personas","361.19"
"Indicadores de empleo: Agricultura","Alemania","Employment in agriculture, forestry and fishing by age, total (15+)","Male","2018","Labour force survey","1000 personas","358.341"
"Indicadores de empleo: Agricultura","Alemania","Employment in agriculture, forestry and fishing by age, total (15+)","Male","2019","Labour force survey","1000 personas","345.798"
"Indicadores de empleo: Agricultura","Alemania","Employment in agriculture, forestry and fishing by age, total (15+)","Male","2020","Labour force survey","1000 personas","372.148"
"Indicadores de empleo: Agricultura","Alemania","Employment in agriculture, forestry and fishing by age, total (15+)","Female","2015","Labour force survey","1000 personas","179.457"
"Indicadores de empleo: Agricultura","Alemania","Employment in agriculture, forestry and fishing by age, total (15+)","Female","2016","Labour force survey","1000 personas","171.298"
"Indicadores de empleo: Agricultura","Alemania","Employment in agriculture, forestry and fishing by age, total (15+)","Female","2017","Labour force survey","1000 personas","170.773"
"Indicadores de empleo: Agricultura","Alemania","Employment in agriculture, forestry and fishing by age, total (15+)","Female","2018","Labour force survey","1000 personas","165.376"
"Indicadores de empleo: Agricultura","Alemania","Employment in agriculture, forestry and fishing by age, total (15+)","Female","2019","Labour force survey","1000 personas","164.743"
"Indicadores de empleo: Agricultura","Alemania","Employment in agriculture, forestry and fishing by age, total (15+)","Female","2020","Labour force survey","1000 personas","168.34"
"Indicadores de empleo: Agricultura","Arabia Saudita","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2015","Labour force survey","1000 personas","700.49"
"Indicadores de empleo: Agricultura","Arabia Saudita","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2016","Labour force survey","1000 personas","580.843"
"Indicadores de empleo: Agricultura","Arabia Saudita","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2018","Labour force survey","1000 personas","334.85"
"Indicadores de empleo: Agricultura","Arabia Saudita","Employment in agriculture, forestry and fishing by age, total (15+)","Male","2015","Labour force survey","1000 personas","691.714"
"Indicadores de empleo: Agricultura","Arabia Saudita","Employment in agriculture, forestry and fishing by age, total (15+)","Male","2016","Labour force survey","1000 personas","578.81"
"Indicadores de empleo: Agricultura","Arabia Saudita","Employment in agriculture, forestry and fishing by age, total (15+)","Male","2018","Labour force survey","1000 personas","326.73"
"Indicadores de empleo: Agricultura","Arabia Saudita","Employment in agriculture, forestry and fishing by age, total (15+)","Female","2015","Labour force survey","1000 personas","8.776"
"Indicadores de empleo: Agricultura","Arabia Saudita","Employment in agriculture, forestry and fishing by age, total (15+)","Female","2016","Labour force survey","1000 personas","2.033"
"Indicadores de empleo: Agricultura","Arabia Saudita","Employment in agriculture, forestry and fishing by age, total (15+)","Female","2018","Labour force survey","1000 personas","8.12"
"Indicadores de empleo: Agricultura","Argelia","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2017","Labour force survey","1000 personas","1102.072"
"Indicadores de empleo: Agricultura","Argelia","Employment in agriculture, forestry and fishing by age, total (15+)","Male","2017","Labour force survey","1000 personas","1023.836"
"Indicadores de empleo: Agricultura","Argelia","Employment in agriculture, forestry and fishing by age, total (15+)","Female","2017","Labour force survey","1000 personas","78.235"
"Indicadores de empleo: Agricultura","Argentina","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2017","Labour force survey","1000 personas","6.84"
"Indicadores de empleo: Agricultura","Argentina","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2018","Labour force survey","1000 personas","11.153"
"Indicadores de empleo: Agricultura","Argentina","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2019","Labour force survey","1000 personas","6.969"
"Indicadores de empleo: Agricultura","Argentina","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2020","Labour force survey","1000 personas","3.574"
"Indicadores de empleo: Agricultura","Argentina","Employment in agriculture, forestry and fishing by age, 15 to 24","Total","2017","Labour force survey","1000 personas","0.231"
"Indicadores de empleo: Agricultura","Argentina","Employment in agriculture, forestry and fishing by age, 15 to 24","Total","2018","Labour force survey","1000 personas","1.18"
"Indicadores de empleo: Agricultura","Argentina","Employment in agriculture, forestry and fishing by age, 15 to 24","Total","2020","Labour force survey","1000 personas","0.703"
"Indicadores de empleo: Agricultura","Argentina","Employment in agriculture, forestry and fishing by age, 25 to 54","Total","2017","Labour force survey","1000 personas","4.692"
"Indicadores de empleo: Agricultura","Argentina","Employment in agriculture, forestry and fishing by age, 25 to 54","Total","2018","Labour force survey","1000 personas","7.246"
"Indicadores de empleo: Agricultura","Argentina","Employment in agriculture, forestry and fishing by age, 25 to 54","Total","2019","Labour force survey","1000 personas","4.738"
"Indicadores de empleo: Agricultura","Argentina","Employment in agriculture, forestry and fishing by age, 25 to 54","Total","2020","Labour force survey","1000 personas","1.188"
"Indicadores de empleo: Agricultura","Argentina","Employment in agriculture, forestry and fishing by age, 55 to 64","Total","2017","Labour force survey","1000 personas","0.832"
"Indicadores de empleo: Agricultura","Argentina","Employment in agriculture, forestry and fishing by age, 55 to 64","Total","2018","Labour force survey","1000 personas","1.491"
"Indicadores de empleo: Agricultura","Argentina","Employment in agriculture, forestry and fishing by age, 55 to 64","Total","2019","Labour force survey","1000 personas","1.08"
"Indicadores de empleo: Agricultura","Argentina","Employment in agriculture, forestry and fishing by age, 55 to 64","Total","2020","Labour force survey","1000 personas","1.56"
"Indicadores de empleo: Agricultura","Argentina","Employment in agriculture, forestry and fishing by age, 65+","Total","2017","Labour force survey","1000 personas","1.085"
"Indicadores de empleo: Agricultura","Argentina","Employment in agriculture, forestry and fishing by age, 65+","Total","2018","Labour force survey","1000 personas","1.236"
"Indicadores de empleo: Agricultura","Argentina","Employment in agriculture, forestry and fishing by age, total (15+)","Male","2017","Labour force survey","1000 personas","6.071"
"Indicadores de empleo: Agricultura","Argentina","Employment in agriculture, forestry and fishing by age, total (15+)","Male","2018","Labour force survey","1000 personas","8.141"
"Indicadores de empleo: Agricultura","Argentina","Employment in agriculture, forestry and fishing by age, total (15+)","Male","2019","Labour force survey","1000 personas","5.319"
"Indicadores de empleo: Agricultura","Argentina","Employment in agriculture, forestry and fishing by age, total (15+)","Male","2020","Labour force survey","1000 personas","3.016"
"Indicadores de empleo: Agricultura","Argentina","Employment in agriculture, forestry and fishing by age, 15 to 24","Male","2020","Labour force survey","1000 personas","0.703"
"Indicadores de empleo: Agricultura","Argentina","Employment in agriculture, forestry and fishing by age, 25 to 54","Male","2017","Labour force survey","1000 personas","4.126"
"Indicadores de empleo: Agricultura","Argentina","Employment in agriculture, forestry and fishing by age, 25 to 54","Male","2018","Labour force survey","1000 personas","4.895"
"Indicadores de empleo: Agricultura","Argentina","Employment in agriculture, forestry and fishing by age, 25 to 54","Male","2019","Labour force survey","1000 personas","3.797"
"Indicadores de empleo: Agricultura","Argentina","Employment in agriculture, forestry and fishing by age, 25 to 54","Male","2020","Labour force survey","1000 personas","1.089"
"Indicadores de empleo: Agricultura","Argentina","Employment in agriculture, forestry and fishing by age, 55 to 64","Male","2017","Labour force survey","1000 personas","0.801"
"Indicadores de empleo: Agricultura","Argentina","Employment in agriculture, forestry and fishing by age, 55 to 64","Male","2018","Labour force survey","1000 personas","1.369"
"Indicadores de empleo: Agricultura","Argentina","Employment in agriculture, forestry and fishing by age, 55 to 64","Male","2019","Labour force survey","1000 personas","0.505"
"Indicadores de empleo: Agricultura","Argentina","Employment in agriculture, forestry and fishing by age, 65+","Male","2017","Labour force survey","1000 personas","1.058"
"Indicadores de empleo: Agricultura","Argentina","Employment in agriculture, forestry and fishing by age, 65+","Male","2018","Labour force survey","1000 personas","0.759"
"Indicadores de empleo: Agricultura","Argentina","Employment in agriculture, forestry and fishing by age, total (15+)","Female","2017","Labour force survey","1000 personas","0.769"
"Indicadores de empleo: Agricultura","Argentina","Employment in agriculture, forestry and fishing by age, total (15+)","Female","2018","Labour force survey","1000 personas","3.012"
"Indicadores de empleo: Agricultura","Argentina","Employment in agriculture, forestry and fishing by age, total (15+)","Female","2019","Labour force survey","1000 personas","1.65"
"Indicadores de empleo: Agricultura","Argentina","Employment in agriculture, forestry and fishing by age, total (15+)","Female","2020","Labour force survey","1000 personas","0.558"
"Indicadores de empleo: Agricultura","Argentina","Employment in agriculture, forestry and fishing by age, 25 to 54","Female","2017","Labour force survey","1000 personas","0.566"
"Indicadores de empleo: Agricultura","Argentina","Employment in agriculture, forestry and fishing by age, 25 to 54","Female","2018","Labour force survey","1000 personas","2.352"
"Indicadores de empleo: Agricultura","Argentina","Employment in agriculture, forestry and fishing by age, 25 to 54","Female","2019","Labour force survey","1000 personas","0.941"
"Indicadores de empleo: Agricultura","Armenia","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2015","Labour force survey","1000 personas","378.953"
"Indicadores de empleo: Agricultura","Armenia","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2016","Labour force survey","1000 personas","338.055"
"Indicadores de empleo: Agricultura","Armenia","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2017","Labour force survey","1000 personas","317.111"
"Indicadores de empleo: Agricultura","Armenia","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2018","Labour force survey","1000 personas","270.298"
"Indicadores de empleo: Agricultura","Armenia","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2019","Labour force survey","1000 personas","233.138"
"Indicadores de empleo: Agricultura","Armenia","Employment in agriculture, forestry and fishing by age, 15 to 24","Total","2015","Labour force survey","1000 personas","41.552"
"Indicadores de empleo: Agricultura","Armenia","Employment in agriculture, forestry and fishing by age, 15 to 24","Total","2016","Labour force survey","1000 personas","29.531"
"Indicadores de empleo: Agricultura","Armenia","Employment in agriculture, forestry and fishing by age, 15 to 24","Total","2017","Labour force survey","1000 personas","20.873"
"Indicadores de empleo: Agricultura","Armenia","Employment in agriculture, forestry and fishing by age, 15 to 24","Total","2018","Labour force survey","1000 personas","23.159"
"Indicadores de empleo: Agricultura","Armenia","Employment in agriculture, forestry and fishing by age, 15 to 24","Total","2019","Labour force survey","1000 personas","22.34"
"Indicadores de empleo: Agricultura","Armenia","Employment in agriculture, forestry and fishing by age, 25 to 54","Total","2015","Labour force survey","1000 personas","218.619"
"Indicadores de empleo: Agricultura","Armenia","Employment in agriculture, forestry and fishing by age, 25 to 54","Total","2016","Labour force survey","1000 personas","192.542"
"Indicadores de empleo: Agricultura","Armenia","Employment in agriculture, forestry and fishing by age, 25 to 54","Total","2017","Labour force survey","1000 personas","177.638"
"Indicadores de empleo: Agricultura","Armenia","Employment in agriculture, forestry and fishing by age, 25 to 54","Total","2018","Labour force survey","1000 personas","154.9"
"Indicadores de empleo: Agricultura","Armenia","Employment in agriculture, forestry and fishing by age, 25 to 54","Total","2019","Labour force survey","1000 personas","129.696"
"Indicadores de empleo: Agricultura","Armenia","Employment in agriculture, forestry and fishing by age, 55 to 64","Total","2015","Labour force survey","1000 personas","84.018"
"Indicadores de empleo: Agricultura","Armenia","Employment in agriculture, forestry and fishing by age, 55 to 64","Total","2016","Labour force survey","1000 personas","81.347"
"Indicadores de empleo: Agricultura","Armenia","Employment in agriculture, forestry and fishing by age, 55 to 64","Total","2017","Labour force survey","1000 personas","84.105"
"Indicadores de empleo: Agricultura","Armenia","Employment in agriculture, forestry and fishing by age, 55 to 64","Total","2018","Labour force survey","1000 personas","71.559"
"Indicadores de empleo: Agricultura","Armenia","Employment in agriculture, forestry and fishing by age, 55 to 64","Total","2019","Labour force survey","1000 personas","60.606"
"Indicadores de empleo: Agricultura","Armenia","Employment in agriculture, forestry and fishing by age, 65+","Total","2015","Labour force survey","1000 personas","34.763"
